ticker,ym,hhi_posse,n_fundos,hhi_prev1,hhi_prev3,hhi_prev6,delta_hhi_1m,delta_hhi_3m,delta_hhi_6m,delta_hhi_3m_pct,delta_hhi_6m_pct
AALR3,202112,0.0233958901591,698,0.0273176984974891,0.0596331913863655,0.219735313360476,-0.00392180833838911,-0.0362373012272655,-0.196339423201376,-0.607669996939838,-0.893526944753213
ABCB4,201707,0.0782033493441497,421,0.0644302062034404,0.0581048219523186,0.0832269645452876,0.0137731431407093,0.0200985273918311,-0.00502361520113784,0.345901195744549,-0.0603604280005221
ABCB4,201708,0.0512680640544241,482,0.0782033493441497,0.0644357306668844,0.065137548864052,-0.0269352852897256,-0.0131676666124603,-0.0138694848096278,-0.204353492638016,-0.212926108696149
ABCB4,201709,0.0454613611220516,483,0.0512680640544241,0.0644302062034404,0.0530129011936615,-0.00580670293237248,-0.0189688450813888,-0.00755154007160989,-0.29440919405867,-0.142447213821091
ABCB4,201710,0.0409005391399635,473,0.0454613611220516,0.0782033493441497,0.0581048219523186,-0.00456082198208818,-0.0373028102041863,-0.0172042828123552,-0.476997603261565,-0.296090448852475
ABCB4,201711,0.0407174057368509,479,0.0409005391399635,0.0512680640544241,0.0644357306668844,-0.000183133403112525,-0.0105506583175732,-0.0237183249300335,-0.20579396769055,-0.368092744267166
ABCB4,201712,0.0428982340377004,478,0.0407174057368509,0.0454613611220516,0.0644302062034404,0.00218082830084947,-0.00256312708435124,-0.02153197216574,-0.0563803419231097,-0.334190644955444
ABCB4,201801,0.0386189359072059,470,0.0428982340377004,0.0409005391399635,0.0782033493441497,-0.00427929813049446,-0.00228160323275752,-0.0395844134369438,-0.0557841847744299,-0.506172865598691
ABCB4,201802,0.0489991731347621,313,0.0386189359072059,0.0407174057368509,0.0512680640544241,0.0103802372275561,0.00828176739791114,-0.00226889091966204,0.203396244137818,-0.0442554436472085
ABCB4,201803,0.0573846902183134,477,0.0489991731347621,0.0428982340377004,0.0454613611220516,0.00838551708355136,0.014486456180613,0.0119233290962618,0.337693532276453,0.262273913538375
