ticker,hhi_posse,n_fundos,ret_evento,ret_pos3,n_meses_pos3,vol_pos6,n_meses_pos6,evento,mes_evento_num
GUAR3,0.0401521838346591,544,-0.206496350364964,-0.0336675558826236,3,0.158055920048444,6,Greve caminhoneiros (mai/2018),201805
HAPV3,0.0132054694805216,815,0.0849909202465549,-0.137000025702494,3,0.0787776318970147,6,Greve caminhoneiros (mai/2018),201805
HBOR3,0.113293620167314,160,-0.262069074276998,-0.0747662381284196,3,0.302398940639243,6,Greve caminhoneiros (mai/2018),201805
HGTX3,0.0619550226207444,636,-0.110994764397906,-0.0335689045936399,3,0.143088292226725,6,Greve caminhoneiros (mai/2018),201805
HYPE3,0.0300419202018115,830,-0.104761768139309,-0.0212611806193059,3,0.0385442080150846,6,Greve caminhoneiros (mai/2018),201805
IDNT3,0.0910989787877844,201,-0.0555555555555556,-0.07764705882353,3,0.135818750414235,6,Greve caminhoneiros (mai/2018),201805
IGTA3,0.0225084969125532,865,-0.119887955182073,-0.0248249522597072,3,0.117812381041112,6,Greve caminhoneiros (mai/2018),201805
INEP3,0.131766167485416,125,0.612903275425304,0.380000019073487,3,0.444418813633519,6,Greve caminhoneiros (mai/2018),201805
IRBR3,0.0199590281004963,636,0.019450477051004,0.232683386890968,3,0.0461084775932936,6,Greve caminhoneiros (mai/2018),201805
ITSA3,0.172623305465713,347,-0.154838420985179,-0.0458258164775509,3,0.0818863034237951,6,Greve caminhoneiros (mai/2018),201805
ITSA4,0.019113671288843,1016,-0.174871377952454,-0.039093822943297,3,0.0973214635158087,6,Greve caminhoneiros (mai/2018),201805
ITUB3,0.0405381312514705,542,-0.1332649477491,-0.000661531949826877,3,0.0824030879072691,6,Greve caminhoneiros (mai/2018),201805
ITUB4,0.00729612080302687,1080,-0.157172347624325,0.00198469400288093,3,0.0799941424508527,6,Greve caminhoneiros (mai/2018),201805
JBSS3,0.0311642275312924,780,0.0205714285714285,0.0526315789473686,3,0.06441926973781,6,Greve caminhoneiros (mai/2018),201805
JHSF3,0.100656507116407,160,-0.303571522129897,0.0170940310722061,3,0.184284525072672,6,Greve caminhoneiros (mai/2018),201805
JOPA3,0.148020408683881,124,0.176470547575069,-0.0750001028195469,3,0.076070195482699,6,Greve caminhoneiros (mai/2018),201805
JPSA3,0.0542404613795984,432,-0.0530479292694275,-0.0673218673218673,3,0.0638108738782486,6,Greve caminhoneiros (mai/2018),201805
KLBN11,0.01170669305965,857,-0.00449190139371369,0.0258230156235995,3,0.0618082381323988,6,Greve caminhoneiros (mai/2018),201805
KLBN4,0.148164084077543,370,0.0176247522786823,-0.0342616611145966,3,0.0435136272195867,6,Greve caminhoneiros (mai/2018),201805
KROT3,0.012975407684327,839,-0.228408279800143,-0.054579093432008,3,0.136418233292103,6,Greve caminhoneiros (mai/2018),201805
LAME3,0.0408068275512141,616,-0.0938967136150235,-0.160621761658031,3,0.115324025336177,6,Greve caminhoneiros (mai/2018),201805
LAME4,0.0120450502944713,970,-0.109273182957394,-0.122115925717501,3,0.113871338665442,6,Greve caminhoneiros (mai/2018),201805
LCAM3,0.216917260163169,422,-0.201315789473684,0.14662273476112,3,0.111569345028591,6,Greve caminhoneiros (mai/2018),201805
LEVE3,0.0408965438286829,383,0.149700346858672,-0.0655553808791152,3,0.101828440189261,6,Greve caminhoneiros (mai/2018),201805
LIGT3,0.0320826216825012,661,-0.295895121535159,0.123886669680385,3,0.158900978765772,6,Greve caminhoneiros (mai/2018),201805
LINX3,0.0266240978127093,651,-0.150268336314848,-0.0947368421052632,3,0.244728935407007,6,Greve caminhoneiros (mai/2018),201805
LOGN3,0.270850643719414,131,0.00774109197110029,0.540636131115057,3,0.252396018587948,6,Greve caminhoneiros (mai/2018),201805
LPSB3,0.741980046259428,171,-0.299999974531909,-0.106383212890492,3,0.168161980594153,6,Greve caminhoneiros (mai/2018),201805
